title,company,salary,location,summary
Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
Data Science Personalisation Manager,ASDA,,Leeds LS11 5AD,"
Be confident extracting, querying and manipulating data from multiple sources; and working with data engineers to define requirements for data pipelines.
"
Technology Principal - Data and Analytics,Version 1,,Leeds,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
Data Scientist,Harnham,"£50,000 - £60,000 a year",Leeds,"
As a Data Scientist, you will be an instrumental figure within the business designing key models using R or Python to help support the CRM team and predict…
"
Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
Data Science Personalisation Manager,ASDA,,Leeds LS11 5AD,"
Be confident extracting, querying and manipulating data from multiple sources; and working with data engineers to define requirements for data pipelines.
"
Technology Principal - Data and Analytics,Version 1,,Leeds,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
Data Scientist,Harnham,"£50,000 - £60,000 a year",Leeds,"
As a Data Scientist, you will be an instrumental figure within the business designing key models using R or Python to help support the CRM team and predict…
"
Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
Data Science Personalisation Manager,ASDA,,Leeds LS11 5AD,"
Be confident extracting, querying and manipulating data from multiple sources; and working with data engineers to define requirements for data pipelines.
"
Technology Principal - Data and Analytics,Version 1,,Leeds,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
Data Scientist,Harnham,"£50,000 - £60,000 a year",Leeds,"
As a Data Scientist, you will be an instrumental figure within the business designing key models using R or Python to help support the CRM team and predict…
"
Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
"Associate/Assistant Professor in Statistical Data Science, A...",Heriot Watt University,"£42,149 - £60,022 a year",Edinburgh,"
Lead, carry out and publish internationally excellent research in actuarial science, statistical data science, applied probability or a related field;
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
"Associate/Assistant Professor in Statistical Data Science, A...",Heriot Watt University,"£42,149 - £60,022 a year",Edinburgh,"
Lead, carry out and publish internationally excellent research in actuarial science, statistical data science, applied probability or a related field;
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Looking for new opportunities to apply data science techniques.
FreeAgent removes the stress and pain of dealing with business finances, allowing business…
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
Explore and develop solutions for sustainable large-scale and distributed data processing and integration pipelines.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
A. Solid experience with data wrangling in Python (Pandas/NumPy).
"
"Consultant, Manager & Senior Manager - Data Risk Analytics -...",MBN Recruitment Solutions,"£80,001 - £100,000 a year",Edinburgh,"
Data management, data governance, data quality.
Big data tools such as Hadoop and Spark;
At Senior Manager level you will have experience working with chief…
"
Research Associate in Deep Learning for Image Co-registratio...,Heriot Watt University,"£33,309 a year",Edinburgh,"
The ability to communicate effectively both orally and in writing at a level in English appropriate to the research and presentation of data.
"
Senior AI Researcher (Artificial Intelligence and Multimorbi...,University of Edinburgh,,Edinburgh EH8 9AB,"
PhD in Artificial Intelligence, machine learning, data science or related discipline.
Significant post-doctoral training in AI, machine learning and/or data…
"
Professor in Artificial Intelligence and Machine Learning,Edinburgh Napier University,"£65,573 - £106,482 a year",Edinburgh,"
The Professor in Artificial Intelligence and Machine Learning will contribute to and build programmes and modules to support the expansion of the School’s…
"
newCustomer-Facing Data Analytics Consultants and Managers - Ed...,Mudano,"£45,000 - £70,000 a year",Edinburgh,"
You will support in the information management field within data management or data quality areas.
Sound understanding of event-based architecture, AWS and GCP…
"
"Manager, Data & Analytics Professional, Risk Analytics, Risk...",Deloitte,,Edinburgh,"
Working with or having a knowledge of standard industry data analytics tools and technologies.
Provide your clients with the information and insight they need…
"
Data Science Platform Engineering Lead,MBN Recruitment Solutions,"£130,000 a year",Edinburgh•Remote,"
The position will require extensive technical knowledge particularly within data engineering (enterprise data warehouses and data lakes) and the capacity to…
"
Software Engineer - Advanced Analytics/Machine Learning - Se...,Secureworks,,Edinburgh,"
Work directly with architects, data scientists and security experts as you craft solutions.
Minimum of 2 years of experience in data engineering, data modeling,…
"
"Research Associate / Research Fellow in AI, NLP, HRI",Heriot Watt University,"£32,817 a year",Edinburgh,"
To collect and analyse multimodal conversational interaction data in the lab and in the target environments;
Flexible working options can be discussed.
"
Engineering Manager - Machine Learning Platform,Trustpilot,,Edinburgh,"
We are a group of engineers, data scientists, designers, analysts, product managers working together to solve business problems related to community policies…
"
newMachine Learning Engineer,Trustpilot,,Edinburgh,"
Partner with data scientists, engineers and stakeholders across the organisation to define high impact solutions and deliver high-quality systems and data…
"
Senior Data Scientist - Machine Learning (Edinburgh or UK re...,FreeAgent,"£55,000 - £90,000 a year",Edinburgh EH3 9QG•Remote,"
Our regular company hack days and wiggle weeks provide a great opportunity for data scientists to pursue their own ideas and learn new technologies.
"
"Sr Data Science Specialist, Smart Computer Vision Analytics",Western Digital,,Edinburgh,"
The next big thing in data is you!
Together, we’re the next BIG thing in data.
Explore and develop solutions for sustainable large-scale and distributed data…
"
"Senior Data Scientist, Advanced ML Analytics",Western Digital,,Edinburgh,"
Experience with unstructured data and efficient data pipelines.
Together, we’re the next BIG thing in data.
A. Solid experience with data wrangling in Python …
"
